City Name,Period,Sales volume,Reporting period,Average price All property types,Monthly Percentage change for all property types,House price index for all property types,Average price for Detached houses ,Monthly Percentage change for Detached houses,House price index for Detached houses,Average price for Semi-detached houses,Monthly Percentage change for Semi-detached houses,House price index Semi-detached houses,Average price for Terraced houses,Monthly Percentage change for Terraced houses ,House price index Terraced houses,Average price for Flats and maisonettes,Monthly Percentage change for Flats and maisonettes,House price index Flats and maisonettes,Average price New build,Monthly Percentage change for New build ,House price index New build,Sales volume New build,Average price Old Build,Monthly Percentage change for Old Build ,House price index Old Build,Sales volume Old Build,Date,Mortgage Rates 
Leeds,2015-03,898,monthly,145228,-0.5,63.4,266368,-0.4,62.9,153961,-0.5,62.2,117714,-0.7,62.6,102108,-0.4,68.9,213305,0,65.2,133,142813,-0.6,63.1,765,01/03/2015,0.5
Leeds,2015-04,879,monthly,145900,0.5,63.7,267969,0.6,63.3,154620,0.4,62.5,118324,0.5,62.9,102383,0.3,69.1,214269,0.5,65.5,96,143474,0.5,63.4,783,01/04/2015,0.5
Leeds,2015-05,1001,monthly,147908,1.4,64.6,271354,1.3,64.1,156960,1.5,63.5,119863,1.3,63.7,103749,1.3,70,216307,1,66.1,127,145497,1.4,64.3,874,01/05/2015,0.5
Leeds,2015-06,1183,monthly,149566,1.1,65.3,273762,0.9,64.7,158815,1.2,64.2,121597,1.4,64.6,104281,0.5,70.4,216107,-0.1,66.1,181,147268,1.2,65.1,1002,01/06/2015,0.5
Leeds,2015-07,1222,monthly,151518,1.3,66.2,276659,1.1,65.4,161066,1.4,65.1,123178,1.3,65.5,105655,1.3,71.3,217860,0.8,66.6,79,149247,1.3,65.9,1143,01/07/2015,0.5
Leeds,2015-08,1101,monthly,153033,1,66.9,279577,1.1,66.1,162702,1,65.8,124558,1.1,66.2,106324,0.6,71.8,218813,0.4,66.9,75,150806,1,66.6,1026,01/08/2015,0.5
Leeds,2015-09,1062,monthly,154661,1.1,67.6,283838,1.5,67.1,164322,1,66.4,125629,0.9,66.8,107574,1.2,72.6,221657,1.3,67.8,96,152382,1,67.3,966,01/09/2015,0.5
Leeds,2015-10,1270,monthly,155642,0.6,68,286530,0.9,67.7,165466,0.7,66.9,126339,0.6,67.2,107887,0.3,72.8,222881,0.6,68.2,98,153358,0.6,67.8,1172,01/10/2015,0.5
Leeds,2015-11,1086,monthly,155349,-0.2,67.9,286484,0,67.7,165265,-0.1,66.8,125921,-0.3,66.9,107641,-0.2,72.6,222784,0,68.1,88,153052,-0.2,67.6,998,01/11/2015,0.5
Leeds,2015-12,1043,monthly,157722,1.5,68.9,290663,1.5,68.7,167932,1.6,67.9,127865,1.5,68,109102,1.4,73.6,228098,2.4,69.7,103,155287,1.5,68.6,940,01/12/2015,0.5
Leeds,2016-01,828,monthly,157100,-0.4,68.6,289107,-0.5,68.3,167488,-0.3,67.7,127230,-0.5,67.6,108746,-0.3,73.4,227817,-0.1,69.7,59,154642,-0.4,68.3,769,01/01/2016,0.5
Leeds,2016-02,932,monthly,157225,0.1,68.7,289349,0.1,68.4,167636,0.1,67.8,127430,0.2,67.7,108616,-0.1,73.3,227604,-0.1,69.6,66,154786,0.1,68.4,866,01/02/2016,0.5
Leeds,2016-03,1574,monthly,154251,-1.9,67.4,283944,-1.9,67.1,164400,-1.9,66.5,124954,-1.9,66.4,106761,-1.7,72,219953,-3.4,67.3,125,152039,-1.8,67.2,1449,01/03/2016,0.5
Leeds,2016-04,725,monthly,155817,1,68.1,286705,1,67.7,165754,0.8,67,126435,1.2,67.2,107991,1.2,72.9,224494,2.1,68.6,66,153461,0.9,67.8,659,01/04/2016,0.5
Leeds,2016-05,926,monthly,158884,2,69.4,291273,1.6,68.8,168733,1.8,68.2,129025,2,68.6,110830,2.6,74.8,233703,4.1,71.5,86,156230,1.8,69,840,01/05/2016,0.5
Leeds,2016-06,1105,monthly,161794,1.8,70.7,295870,1.6,69.9,171700,1.8,69.4,131598,2,69.9,112969,1.9,76.2,241314,3.3,73.8,172,158913,1.7,70.2,933,01/06/2016,0.5
Leeds,2016-07,1189,monthly,164305,1.6,71.8,300209,1.5,70.9,174273,1.5,70.5,133716,1.6,71.1,114831,1.6,77.5,243400,0.9,74.4,81,161465,1.6,71.3,1108,01/07/2016,0.5
Leeds,2016-08,1248,monthly,165088,0.5,72.1,302203,0.7,71.4,175148,0.5,70.8,134281,0.4,71.4,115206,0.3,77.7,241137,-0.9,73.7,77,162413,0.6,71.8,1171,01/08/2016,0.25
Leeds,2016-09,1110,monthly,166423,0.8,72.7,304904,0.9,72,176736,0.9,71.5,135118,0.6,71.8,116228,0.9,78.4,242933,0.7,74.3,87,163734,0.8,72.3,1023,01/09/2016,0.25
Leeds,2016-10,990,monthly,165017,-0.8,72.1,303502,-0.5,71.7,175412,-0.7,70.9,133446,-1.2,70.9,115500,-0.6,77.9,241997,-0.4,74,61,162293,-0.9,71.7,929,01/10/2016,0.25
Leeds,2016-11,1037,monthly,164170,-0.5,71.7,303441,0,71.7,174630,-0.4,70.6,132263,-0.9,70.3,115044,-0.4,77.6,242479,0.2,74.1,107,161369,-0.6,71.3,930,01/11/2016,0.25
Leeds,2016-12,1127,monthly,164405,0.1,71.8,304448,0.3,71.9,174692,0,70.6,132332,0.1,70.3,115505,0.4,78,244136,0.7,74.7,148,161532,0.1,71.4,979,01/12/2016,0.25
Leeds,2017-01,904,monthly,164366,0,71.8,304722,0.1,72,174458,-0.1,70.5,132318,0,70.3,115606,0.1,78,246055,0.8,75.2,105,161392,-0.1,71.3,799,01/01/2017,0.25
Leeds,2017-02,936,monthly,164929,0.3,72.1,305181,0.2,72.1,174696,0.1,70.6,132939,0.5,70.7,116444,0.7,78.6,247953,0.8,75.8,77,161880,0.3,71.5,859,01/02/2017,0.25
Leeds,2017-03,1041,monthly,164419,-0.3,71.8,304445,-0.2,71.9,174134,-0.3,70.4,132374,-0.4,70.4,116291,-0.1,78.5,248310,0.1,75.9,72,161315,-0.3,71.3,969,01/03/2017,0.25
Leeds,2017-04,902,monthly,165280,0.5,72.2,305697,0.4,72.2,174885,0.4,70.7,133112,0.6,70.8,117176,0.8,79.1,248188,0,75.9,70,162214,0.6,71.7,832,01/04/2017,0.25
Leeds,2017-05,1015,monthly,166591,0.8,72.8,307152,0.5,72.6,176557,1,71.4,134062,0.7,71.3,118241,0.9,79.8,249755,0.6,76.4,67,163516,0.8,72.2,948,01/05/2017,0.25
Leeds,2017-06,1311,monthly,168360,1.1,73.5,309101,0.6,73,178371,1,72.1,135705,1.2,72.1,119694,1.2,80.8,250665,0.4,76.6,250,165319,1.1,73,1061,01/06/2017,0.25
Leeds,2017-07,1078,monthly,170970,1.6,74.7,312983,1.3,73.9,181317,1.7,73.3,137858,1.6,73.3,121547,1.5,82,254165,1.4,77.7,50,167897,1.6,74.2,1028,01/07/2017,0.25
Leeds,2017-08,1155,monthly,171572,0.4,75,314384,0.4,74.3,181844,0.3,73.5,138584,0.5,73.7,121613,0.1,82.1,253586,-0.2,77.5,73,168545,0.4,74.5,1082,01/08/2017,0.25
Leeds,2017-09,1106,monthly,172239,0.4,75.2,316651,0.7,74.8,182624,0.4,73.8,139070,0.4,73.9,121683,0.1,82.1,254881,0.5,77.9,81,169188,0.4,74.7,1025,01/09/2017,0.25
Leeds,2017-10,1120,monthly,171459,-0.5,74.9,316150,-0.2,74.7,182001,-0.3,73.6,138288,-0.6,73.5,120760,-0.8,81.5,254125,-0.3,77.7,76,168406,-0.5,74.4,1044,01/10/2017,0.25
Leeds,2017-11,1110,monthly,171741,0.2,75,317091,0.3,74.9,182651,0.4,73.8,138262,0,73.5,120739,0,81.5,254451,0.1,77.8,80,168687,0.2,74.5,1030,01/11/2017,0.5
Leeds,2017-12,1104,monthly,173365,0.9,75.7,319687,0.8,75.5,184731,1.1,74.7,139585,1,74.2,121509,0.6,82,256643,0.9,78.5,137,170291,1,75.2,967,01/12/2017,0.5
Leeds,2018-01,839,monthly,174272,0.5,76.1,321287,0.5,75.9,185799,0.6,75.1,140217,0.5,74.5,122197,0.6,82.5,259265,1,79.3,56,171133,0.5,75.6,783,01/01/2018,0.5
Leeds,2018-02,921,monthly,174111,-0.1,76.1,321756,0.1,76,185486,-0.2,75,140150,0,74.5,121934,-0.2,82.3,264673,2.1,80.9,136,170685,-0.3,75.4,785,01/02/2018,0.5
Leeds,2018-03,925,monthly,173013,-0.6,75.6,320112,-0.5,75.6,184332,-0.6,74.5,139331,-0.6,74.1,120982,-0.8,81.6,264922,0.1,81,93,169538,-0.7,74.9,832,01/03/2018,0.5
Leeds,2018-04,906,monthly,173445,0.2,75.8,320860,0.2,75.8,184889,0.3,74.8,140092,0.5,74.5,120574,-0.3,81.4,265698,0.3,81.2,61,169953,0.2,75.1,845,01/04/2018,0.5
Leeds,2018-05,1022,monthly,175048,0.9,76.5,323413,0.8,76.4,186917,1.1,75.6,141570,1.1,75.2,121147,0.5,81.8,263626,-0.8,80.6,119,171808,1.1,75.9,903,01/05/2018,0.5
Leeds,2018-06,1229,monthly,176137,0.6,76.9,325410,0.6,76.9,188344,0.8,76.2,142310,0.5,75.6,121756,0.5,82.2,263936,0.1,80.7,188,172961,0.7,76.4,1041,01/06/2018,0.5
Leeds,2018-07,1071,monthly,178008,1.1,77.8,329478,1.3,77.8,190329,1.1,77,143703,1,76.4,123024,1,83,265443,0.6,81.2,75,174881,1.1,77.3,996,01/07/2018,0.5
Leeds,2018-08,1252,monthly,179455,0.8,78.4,332266,0.8,78.5,191814,0.8,77.6,144870,0.8,77,124067,0.8,83.7,268126,1,82,83,176269,0.8,77.9,1169,01/08/2018,0.75
Leeds,2018-09,966,monthly,179683,0.1,78.5,333195,0.3,78.7,191906,0,77.6,145177,0.2,77.2,124067,0,83.7,268254,0,82,93,176507,0.1,78,873,01/09/2018,0.75
Leeds,2018-10,1168,monthly,178506,-0.7,78,331184,-0.6,78.2,190698,-0.6,77.1,144126,-0.7,76.6,123273,-0.6,83.2,267899,-0.1,81.9,58,175262,-0.7,77.4,1110,01/10/2018,0.75
Leeds,2018-11,1152,monthly,177415,-0.6,77.5,330064,-0.3,78,189794,-0.5,76.7,143128,-0.7,76.1,122021,-1,82.3,264165,-1.4,80.8,104,174326,-0.5,77,1048,01/11/2018,0.75
Leeds,2018-12,957,monthly,177668,0.1,77.6,330181,0,78,190294,0.3,76.9,143225,0.1,76.1,122175,0.1,82.5,265359,0.5,81.1,160,174523,0.1,77.1,797,01/12/2018,0.75
Leeds,2019-01,833,monthly,177975,0.2,77.7,331388,0.4,78.3,190806,0.3,77.1,143225,0,76.1,122275,0.1,82.5,264784,-0.2,81,75,174890,0.2,77.3,758,01/01/2019,0.75
Leeds,2019-02,976,monthly,178017,0,77.8,331571,0.1,78.3,190779,0,77.1,143094,-0.1,76.1,122592,0.3,82.7,270004,2,82.6,76,174628,-0.1,77.2,900,01/02/2019,0.75
Leeds,2019-03,994,monthly,178876,0.5,78.1,333625,0.6,78.8,191921,0.6,77.6,143685,0.4,76.4,122843,0.2,82.9,272128,0.8,83.2,150,175426,0.5,77.5,844,01/03/2019,0.75
Leeds,2019-04,885,monthly,177519,-0.8,77.5,330080,-1.1,78,190463,-0.8,77,142974,-0.5,76,121702,-0.9,82.1,271013,-0.4,82.9,86,174043,-0.8,76.9,799,01/04/2019,0.75
Leeds,2019-05,1000,monthly,179060,0.9,78.2,332061,0.6,78.5,192254,0.9,77.7,144533,1.1,76.8,122400,0.6,82.6,269958,-0.4,82.5,100,175739,1,77.6,900,01/05/2019,0.75
Leeds,2019-06,1012,monthly,178330,-0.4,77.9,330042,-0.6,78,191404,-0.4,77.4,144102,-0.3,76.6,122006,-0.3,82.3,266430,-1.3,81.5,156,175156,-0.3,77.4,856,01/06/2019,0.75
Leeds,2019-07,1118,monthly,181534,1.8,79.3,335808,1.7,79.3,194728,1.7,78.7,146748,1.8,78,124345,1.9,83.9,272195,2.2,83.2,71,178251,1.8,78.8,1047,01/07/2019,0.75
Leeds,2019-08,1168,monthly,182578,0.6,79.8,337926,0.6,79.8,195777,0.5,79.2,147771,0.7,78.5,124810,0.4,84.2,273438,0.5,83.6,87,179293,0.6,79.2,1081,01/08/2019,0.75
Leeds,2019-09,969,monthly,184683,1.2,80.7,342141,1.2,80.8,197677,1,79.9,149703,1.3,79.6,126285,1.2,85.2,278669,1.9,85.2,98,181245,1.1,80.1,871,01/09/2019,0.75
Leeds,2019-10,1072,monthly,184700,0,80.7,342292,0,80.9,198260,0.3,80.2,149532,-0.1,79.5,125721,-0.4,84.8,277175,-0.5,84.8,92,181345,0.1,80.1,980,01/10/2019,0.75
Leeds,2019-11,1111,monthly,184325,-0.2,80.5,342014,-0.1,80.8,198245,0,80.2,148923,-0.4,79.2,125220,-0.4,84.5,273761,-1.2,83.7,81,181137,-0.1,80,1030,01/11/2019,0.75
Leeds,2019-12,1015,monthly,185001,0.4,80.8,343296,0.4,81.1,199429,0.6,80.6,149493,0.4,79.5,124966,-0.2,84.3,270959,-1,82.9,185,182013,0.5,80.4,830,01/12/2019,0.75
Leeds,2020-01,916,monthly,184947,0,80.8,343635,0.1,81.2,199319,-0.1,80.6,149502,0,79.5,124750,-0.2,84.2,272909,0.7,83.4,69,181851,-0.1,80.3,847,01/01/2020,0.75
Leeds,2020-02,746,monthly,184198,-0.4,80.5,342165,-0.4,80.8,198419,-0.5,80.2,149133,-0.2,79.3,124056,-0.6,83.7,274005,0.4,83.8,70,181052,-0.4,80,676,01/02/2020,0.75
Leeds,2020-03,776,monthly,182392,-1,79.7,339218,-0.9,80.1,196497,-1,79.4,147513,-1.1,78.4,122907,-0.9,82.9,275166,0.4,84.1,85,179093,-1.1,79.1,691,01/03/2020,0.25
Leeds,2020-04,327,monthly,180154,-1.2,78.7,336176,-0.9,79.4,194052,-1.2,78.5,146002,-1,77.6,120567,-1.9,81.4,271968,-1.2,83.2,43,176883,-1.2,78.1,284,01/04/2020,0.1
Leeds,2020-05,482,monthly,180718,0.3,78.9,337882,0.5,79.8,194826,0.4,78.8,146086,0.1,77.6,121024,0.4,81.7,276606,1.7,84.6,23,177167,0.2,78.3,459,01/05/2020,0.1
Leeds,2020-06,758,monthly,183398,1.5,80.1,342148,1.3,80.8,197874,1.6,80,148481,1.6,78.9,122496,1.2,82.7,277452,0.3,84.8,67,180031,1.6,79.5,691,01/06/2020,0.1
Leeds,2020-07,772,monthly,187892,2.5,82.1,348997,2,82.5,202713,2.4,82,152041,2.4,80.8,126209,3,85.2,281934,1.6,86.2,66,184605,2.5,81.6,706,01/07/2020,0.1
Leeds,2020-08,838,monthly,191172,1.7,83.5,355097,1.7,83.9,206409,1.8,83.5,154895,1.9,82.3,127854,1.3,86.3,284595,0.9,87,91,187987,1.8,83.1,747,01/08/2020,0.1
Leeds,2020-09,899,monthly,192814,0.9,84.2,359607,1.3,85,208096,0.8,84.1,156092,0.8,83,128742,0.7,86.9,288704,1.4,88.3,70,189480,0.8,83.7,829,01/09/2020,0.1
Leeds,2020-10,1135,monthly,194638,0.9,85,364090,1.2,86,210074,1,84.9,157681,1,83.8,129363,0.5,87.3,288747,0,88.3,91,191467,1,84.6,1044,01/10/2020,0.1
Leeds,2020-11,1164,monthly,197864,1.7,86.4,370115,1.7,87.4,213199,1.5,86.2,160602,1.9,85.4,131590,1.7,88.8,289648,0.3,88.6,79,194925,1.8,86.1,1085,01/11/2020,0.1
Leeds,2020-12,1111,monthly,199787,1,87.3,373407,0.9,88.2,215117,0.9,87,162558,1.2,86.4,132611,0.8,89.5,290155,0.2,88.7,88,196988,1.1,87,1023,01/12/2020,0.1
Leeds,2021-01,958,monthly,202374,1.3,88.4,375398,0.5,88.7,217631,1.2,88,164922,1.5,87.7,135432,2.1,91.4,291345,0.4,89.1,43,199731,1.4,88.2,915,01/01/2021,0.1
Leeds,2021-02,1130,monthly,201774,-0.3,88.1,371093,-1.1,87.7,216604,-0.5,87.6,164969,0,87.7,136009,0.4,91.8,290250,-0.4,88.8,58,199165,-0.3,88,1072,01/02/2021,0.1
Leeds,2021-03,1649,monthly,202185,0.2,88.3,368648,-0.7,87.1,216608,0,87.6,165630,0.4,88,137744,1.3,93,291129,0.3,89,136,199563,0.2,88.2,1513,01/03/2021,0.1
Leeds,2021-04,1070,monthly,201018,-0.6,87.8,366653,-0.5,86.6,215053,-0.7,86.9,164996,-0.4,87.7,136837,-0.7,92.3,292857,0.6,89.5,64,198184,-0.7,87.6,1006,01/04/2021,0.1
Leeds,2021-05,1002,monthly,201200,0.1,87.9,367695,0.3,86.9,215238,0.1,87,165085,0.1,87.7,136741,-0.1,92.3,293394,0.2,89.7,67,198345,0.1,87.6,935,01/05/2021,0.1
Leeds,2021-06,1876,monthly,206222,2.5,90.1,375681,2.2,88.8,220338,2.4,89.1,169915,2.9,90.3,139932,2.3,94.4,296243,1,90.6,127,203601,2.6,90,1749,01/06/2021,0.1
Leeds,2021-07,776,monthly,205117,-0.5,89.6,374473,-0.3,88.5,219400,-0.4,88.7,168704,-0.7,89.7,138910,-0.7,93.7,295442,-0.3,90.3,40,202459,-0.6,89.4,736,01/07/2021,0.1
Leeds,2021-08,1014,monthly,205308,0.1,89.7,376108,0.4,88.9,220059,0.3,89,168583,-0.1,89.6,138128,-0.6,93.2,293599,-0.6,89.8,54,202791,0.2,89.6,960,01/08/2021,0.1
Leeds,2021-09,1655,monthly,203653,-0.8,89,374523,-0.4,88.5,218754,-0.6,88.4,166814,-1,88.7,136206,-1.4,91.9,292170,-0.5,89.3,107,201091,-0.8,88.8,1548,01/09/2021,0.1
Leeds,2021-10,708,monthly,205299,0.8,89.7,379989,1.5,89.8,220709,0.9,89.2,167791,0.6,89.2,136504,0.2,92.1,289345,-1,88.5,56,203063,1,89.7,652,01/10/2021,0.1
Leeds,2021-11,864,monthly,206138,0.4,90.1,382377,0.6,90.3,221647,0.4,89.6,168290,0.3,89.4,136947,0.3,92.4,291586,0.8,89.2,63,203821,0.4,90.1,801,01/11/2021,0.1
Leeds,2021-12,954,monthly,205670,-0.2,89.8,383488,0.3,90.6,221333,-0.1,89.5,167574,-0.4,89.1,135958,-0.7,91.8,289539,-0.7,88.5,92,203455,-0.2,89.9,862,01/12/2021,0.25
Leeds,2022-01,819,monthly,210486,2.3,92,390694,1.9,92.3,226795,2.5,91.7,171914,2.6,91.4,138731,2,93.6,296004,2.2,90.5,26,208240,2.4,92,793,01/01/2022,0.25
Leeds,2022-02,929,monthly,214200,1.8,93.6,396593,1.5,93.7,230778,1.8,93.3,175151,1.9,93.1,141407,1.9,95.4,302908,2.3,92.6,38,211940,1.8,93.6,891,01/02/2022,0.5
Leeds,2022-03,934,monthly,215509,0.6,94.1,399447,0.7,94.4,232590,0.8,94,175901,0.4,93.5,141941,0.4,95.8,308810,1.9,94.4,72,213065,0.5,94.1,862,01/03/2022,0.75
Leeds,2022-04,851,monthly,216434,0.4,94.6,400776,0.3,94.7,233312,0.3,94.3,177038,0.6,94.1,142567,0.4,96.2,310712,0.6,95,70,213965,0.4,94.5,781,01/04/2022,0.75
Leeds,2022-05,860,monthly,217593,0.5,95.1,402514,0.4,95.1,234768,0.6,94.9,178256,0.7,94.7,142610,0,96.2,309079,-0.5,94.5,67,215196,0.6,95.1,793,01/05/2022,1
Leeds,2022-06,902,monthly,220531,1.4,96.3,406828,1.1,96.1,237780,1.3,96.1,181088,1.6,96.3,144670,1.4,97.6,310531,0.5,95,123,218171,1.4,96.4,779,01/06/2022,1.25
Leeds,2022-07,1046,monthly,224603,1.8,98.1,413552,1.7,97.7,242520,2,98.1,184563,1.9,98.1,146853,1.5,99.1,315950,1.7,96.6,100,222208,1.9,98.2,946,01/07/2022,1.25
Leeds,2022-08,1046,monthly,227783,1.4,99.5,419006,1.3,99,245919,1.4,99.4,187572,1.6,99.7,148446,1.1,100.2,320013,1.3,97.9,82,225365,1.4,99.6,964,01/08/2022,1.75
Leeds,2022-09,975,monthly,230033,1,100.5,423416,1.1,100,248441,1,100.4,189625,1.1,100.8,149159,0.5,100.7,322252,0.7,98.5,103,227616,1,100.6,872,01/09/2022,2.25
Leeds,2022-10,974,monthly,231818,0.8,101.3,427495,1,101,250343,0.8,101.2,190993,0.7,101.5,150099,0.6,101.3,323462,0.4,98.9,66,229416,0.8,101.4,908,01/10/2022,2.25
Leeds,2022-11,1087,monthly,234139,1,102.3,432707,1.2,102.2,252833,1,102.2,192720,0.9,102.4,151443,0.9,102.2,328564,1.6,100.5,113,231664,1,102.4,974,01/11/2022,3
Leeds,2022-12,1011,monthly,233785,-0.2,102.1,431685,-0.2,102,252431,-0.2,102.1,192425,-0.2,102.3,151483,0,102.2,328564,0,100.5,132,231301,-0.2,102.2,879,01/12/2022,3.5
Leeds,2023-01,693,monthly,228909,-2.1,100,423270,-1.9,100,247332,-2,100,188143,-2.2,100,148177,-2.2,100,327037,-0.5,100,42,226338,-2.1,100,651,01/01/2023,3.5
Leeds,2023-02,701,monthly,225686,-1.4,98.6,418267,-1.2,98.8,243876,-1.4,98.6,185078,-1.6,98.4,146305,-1.3,98.7,326336,-0.2,99.8,31,223056,-1.5,98.5,670,01/02/2023,4
Leeds,2023-03,796,monthly,223391,-1,97.6,416334,-0.5,98.4,241759,-0.9,97.7,182341,-1.5,96.9,144580,-1.2,97.6,330663,1.3,101.1,92,220603,-1.1,97.5,704,01/03/2023,4.25
Leeds,2023-04,595,monthly,223142,-0.1,97.5,416752,0.1,98.5,241499,-0.1,97.6,181818,-0.3,96.6,144641,0,97.6,333115,0.7,101.9,59,220296,-0.1,97.3,536,01/04/2023,4.25
Leeds,2023-05,597,monthly,223354,0.1,97.6,416448,-0.1,98.4,241732,0.1,97.7,181890,0,96.7,145234,0.4,98,333972,0.3,102.1,63,220494,0.1,97.4,534,01/05/2023,4.5
Leeds,2023-06,875,monthly,223706,0.2,97.7,415913,-0.1,98.3,241688,0,97.7,182753,0.5,97.1,145537,0.2,98.2,330074,-1.2,100.9,115,220937,0.2,97.6,760,01/06/2023,5
Leeds,2023-07,759,monthly,228168,2,99.7,422916,1.7,99.9,246604,2,99.7,186742,2.2,99.3,148167,1.8,100,336137,1.8,102.8,36,225354,2,99.6,723,01/07/2023,5
Leeds,2023-08,840,monthly,230453,1,100.7,427280,1,100.9,249082,1,100.7,189034,1.2,100.5,148821,0.4,100.4,338260,0.6,103.4,62,227639,1,100.6,778,01/08/2023,5.25
Leeds,2023-09,821,monthly,232964,1.1,101.8,431738,1,102,251914,1.1,101.9,191264,1.2,101.7,150025,0.8,101.2,342912,1.4,104.9,64,230097,1.1,101.7,757,01/09/2023,5.25
Leeds,2023-10,802,monthly,230663,-1,100.8,426808,-1.1,100.8,249182,-1.1,100.7,189549,-0.9,100.7,148870,-0.8,100.5,339535,-1,103.8,54,227825,-1,100.7,748,01/10/2023,5.25
Leeds,2023-11,752,monthly,228605,-0.9,99.9,423414,-0.8,100,247209,-0.8,100,187479,-1.1,99.6,147676,-0.8,99.7,339474,0,103.8,49,225728,-0.9,99.7,703,01/11/2023,5.25
Leeds,2023-12,805,monthly,228265,-0.1,99.7,422041,-0.3,99.7,246944,-0.1,99.8,187026,-0.2,99.4,147904,0.2,99.8,339401,0,103.8,122,225383,-0.2,99.6,683,01/12/2023,5.25
Leeds,2024-01,617,monthly,228898,0.3,100,423875,0.4,100.1,247646,0.3,100.1,187517,0.3,99.7,148079,0.1,99.9,341190,0.5,104.3,37,225991,0.3,99.8,580,01/01/2024,5
Leeds,2024-02,662,monthly,228637,-0.1,99.9,421622,-0.5,99.6,247282,-0.1,100,187797,0.1,99.8,147885,-0.1,99.8,340859,-0.1,104.2,38,225732,-0.1,99.7,624,01/02/2024,5
Leeds,2024-03,737,monthly,228226,-0.2,99.7,420866,-0.2,99.4,246598,-0.3,99.7,187403,-0.2,99.6,148114,0.2,100,343818,0.9,105.1,73,225248,-0.2,99.5,664,01/03/2024,5
Leeds,2024-04,700,monthly,225179,-1.3,98.4,413818,-1.7,97.8,243183,-1.4,98.3,185040,-1.3,98.4,146696,-1,99,337320,-1.9,103.1,51,222303,-1.3,98.2,649,01/04/2024,5
Leeds,2024-05,847,monthly,225242,0,98.4,413127,-0.2,97.6,243126,0,98.3,185082,0,98.4,147292,0.4,99.4,336257,-0.3,102.8,71,222403,0,98.3,776,01/05/2024,5
Leeds,2024-06,866,monthly,226246,0.4,98.8,413608,0.1,97.7,244234,0.5,98.7,186505,0.8,99.1,147474,0.1,99.5,333272,-0.9,101.9,107,223541,0.5,98.8,759,01/06/2024,5
Leeds,2024-07,820,monthly,231101,2.1,101,421849,2,99.7,249761,2.3,101,191016,2.4,101.5,149605,1.4,101,340484,2.2,104.1,59,228336,2.1,100.9,761,01/07/2024,5.5
Leeds,2024-08,812,monthly,234995,1.7,102.7,428893,1.7,101.3,254053,1.7,102.7,194708,1.9,103.5,151227,1.1,102.1,344966,1.3,105.5,54,232224,1.7,102.6,758,01/08/2024,5
Leeds,2024-09,705,monthly,237183,0.9,103.6,434738,1.4,102.7,256938,1.1,103.9,196295,0.8,104.3,151430,0.1,102.2,352325,2.1,107.7,45,234250,0.9,103.5,660,01/09/2024,5
Leeds,2024-10,774,monthly,238936,0.7,104.4,439239,1,103.8,258470,0.6,104.5,197519,0.6,105,152956,1,103.2,354811,0.7,108.5,30,235985,0.7,104.3,744,01/10/2024,5
Leeds,2024-11,798,monthly,239397,0.2,104.6,441144,0.4,104.2,259316,0.3,104.8,197587,0,105,152796,-0.1,103.1,360498,1.6,110.2,21,236280,0.1,104.4,777,01/11/2024,5
Leeds,2024-12,720,monthly,240626,0.5,105.1,443617,0.6,104.8,260672,0.5,105.4,198658,0.5,105.6,153366,0.4,103.5,370815,2.9,113.4,14,237230,0.4,104.8,706,01/12/2024,5
Leeds,2025-01,520,monthly,239869,-0.3,104.8,442445,-0.3,104.5,260514,-0.1,105.3,198169,-0.2,105.3,151550,-1.2,102.3,381480,2.9,116.6,2,236115,-0.5,104.3,518,01/01/2025,4.25
Leeds,2025-02,612,monthly,242435,1.1,105.9,448448,1.4,105.9,262978,0.9,106.3,200319,1.1,106.5,153117,1,103.3,407545,6.8,124.6,6,237830,0.7,105.1,612,01/02/2025,4.25
Leeds,2025-03,578,monthly,245512,1.3,107.3,451089,0.6,106.6,266122,1.2,107.6,203098,1.4,107.9,156433,2.2,105.6,416500,4.9,130,10,239450,0.8,108,567,01/03/2025,4.25
Leeds,2025-04,800,monthly,246563,0.4,107.7,456161,1.1,107.8,267504,0.5,108.2,202836,-0.1,107.8,157118,0.4,106,430500,7.8,132.6,39,250000,0.4,100.7,875,01/04/2025,4.25
